source,title,description,url,date,collected_at
"DER Sénégal","Notre mission","[rev_slider alias=""blur-effect-slider""][/rev_slider] Notre missionCréée par décret n° 2017-2123 du 15 novembre 2017, la Délégation générale à l’Entreprenariat Rapide des Femmes et des Jeunes (DER/FJ) a pour mission l’impulsion et la promotion de l’entreprenariat des femmes et des jeunes, à travers notamment : La définition et la mise en œuvre de stratégies de promotion de l’auto-emploi de","https://www.der.sn/la-der-fj/","11 août 2026","2026-09-04T13:05:13.795Z"
"DER Sénégal","PAVIE: AVIS À MANIFESTATION D’INTÉRÊT","Juin 9, 2026 | Appels à manifestation d'intérêt, Flash Infos","https://www.der.sn/pavie-avis-a-manifestation-dinteret/","","2026-09-04T13:05:13.796Z"
"DER Sénégal","PAVIE: APPEL À MANIFESTATION D’INTÉRÊT","Juin 9, 2026 | Appels à manifestation d'intérêt, Flash Infos","https://www.der.sn/pavie-appel-a-manifestation-dinteret-3/","","2026-09-04T13:05:13.797Z"
"DER Sénégal","PAVIE: APPEL À MANIFESTATION D’INTÉRÊT","Juin 9, 2026 | À la une, Appels à manifestation d'intérêt","https://www.der.sn/pavie-appel-a-manifestation-dinteret-2/","","2026-09-04T13:05:13.797Z"
"DER Sénégal","PAVIE: APPEL À MANIFESTATION D’INTÉRÊT","Juin 9, 2026 | Appels à manifestation d'intérêt, Flash Infos","https://www.der.sn/pavie-appel-a-manifestation-dinteret/","","2026-09-04T13:05:13.798Z"
"DER Sénégal","𝐏𝐀𝐀𝐈𝐂𝐄: 𝐀𝐯𝐢𝐬 𝐝’𝐀𝐩𝐩𝐞𝐥 𝐝’𝐎𝐟𝐟𝐫𝐞𝐬","Juin 23, 2025 | À la une, Appels à manifestation d'intérêt, Flash Infos","https://www.der.sn/%f0%9d%90%8f%f0%9d%90%80%f0%9d%90%80%f0%9d%90%88%f0%9d%90%82%f0%9d%90%84-%f0%9d%90%80%f0%9d%90%af%f0%9d%90%a2%f0%9d%90%ac-%f0%9d%90%9d%f0%9d%90%80%f0%9d%90%a9%f0%9d%90%a9%f0%9d%90%9e/","","2026-09-04T13:05:13.798Z"
"ARCOP (ex-ARMP) Sénégal","PROJET MOBILIER NATIONAL : L’ARCOP renforce l’accompagnement des acteurs locaux","Le Projet du mobilier national (PMN) a offert une formation de trois jours à une quarantaine d’artisans de la région de Ziguinchor (sud), pour (...)","https://www.achatspublics.sn/","","2026-09-04T13:05:18.701Z"
"ARCOP (ex-ARMP) Sénégal","PROJET MOBILIER NATIONAL : L’ARCOP renforce l’accompagnement des acteurs locaux","Le Projet du mobilier national (PMN) a offert une formation de trois jours à une quarantaine d’artisans de la région de Ziguinchor (sud), pour (...)","https://arcop.sn/2026/09/04/projet-mobilier-national-larcop-renforce-laccompagnement-des-acteurs-locaux/","","2026-09-04T13:05:18.702Z"
"ARCOP (ex-ARMP) Sénégal","SAVE THE DATE : La Guinée sollicite l’expertise du Sénégal dans sa transition vers l’ARCOP","Une délégation de onze membres de l’Autorité de régulation des marchés publics de Guinée, de la Direction générale du contrôle des marchés, du Conseil (...)","https://arcop.sn/2026/08/31/save-the-date-la-guinee-sollicite-lexpertise-du-senegal-dans-sa-transition-vers-larcop/","","2026-09-04T13:05:18.702Z"
"ARCOP (ex-ARMP) Sénégal","PPP ET FONDS DE PLACEMENT A RISQUE :La transparence, autre condition de l’investissement privé","Au Forum de l’emploi et de l’entrepreneuriat de SeptAfrique Groupe qui s’est tenu récemment à Dakar, le Directeur général de l’ARCOP a établi un (...)","https://arcop.sn/2026/08/24/ppp-et-fonds-de-placement-a-risque-la-transparence-autre-condition-de-linvestissement-prive/","","2026-09-04T13:05:18.702Z"
